emailId,indicator
email-139,UrgentLanguage
email-140,PhishingEmailLabel
email-140,ContainsLink
email-140,UrgentLanguage
email-142,PhishingEmailLabel
email-142,ContainsLink
email-142,UrgentLanguage
email-143,PhishingEmailLabel
email-143,ContainsLink
email-143,UrgentLanguage
email-144,ContainsLink
email-145,PhishingEmailLabel
email-145,ContainsLink
email-145,HasAttachment
email-145,UrgentLanguage
email-146,PhishingEmailLabel
email-146,ContainsLink
email-146,UrgentLanguage
email-147,HasAttachment
email-148,PhishingEmailLabel
email-148,ContainsLink
email-148,HasAttachment
email-148,UrgentLanguage
email-149,ContainsLink
email-150,HasAttachment
email-151,ContainsLink
email-151,HasAttachment
email-152,PhishingEmailLabel
email-152,ContainsLink
email-152,UrgentLanguage
email-153,PhishingEmailLabel
email-153,ContainsLink
email-153,HasAttachment
email-153,UrgentLanguage
email-155,ContainsLink
email-155,HasAttachment
email-156,PhishingEmailLabel
email-156,ContainsLink
email-156,HasAttachment
email-156,UrgentLanguage
email-157,ContainsLink
email-157,HasAttachment
email-158,ContainsLink
email-159,ContainsLink
email-159,HasAttachment
email-160,PhishingEmailLabel
email-160,ContainsLink
email-160,UrgentLanguage
email-161,PhishingEmailLabel
email-161,ContainsLink
email-161,HasAttachment
email-161,UrgentLanguage
email-162,ContainsLink
email-162,HasAttachment
email-164,HasAttachment
email-165,PhishingEmailLabel
email-165,ContainsLink
email-165,UrgentLanguage
email-166,HasAttachment
email-167,ContainsLink
email-169,PhishingEmailLabel
email-169,ContainsLink
email-169,UrgentLanguage
email-170,PhishingEmailLabel
email-170,ContainsLink
email-170,UrgentLanguage
email-171,HasAttachment
email-172,ContainsLink
email-172,HasAttachment
email-173,PhishingEmailLabel
email-173,ContainsLink
email-173,UrgentLanguage
email-174,PhishingEmailLabel
email-174,ContainsLink
email-174,UrgentLanguage
email-175,ContainsLink
email-175,HasAttachment
email-176,PhishingEmailLabel
email-176,ContainsLink
email-176,UrgentLanguage
email-177,PhishingEmailLabel
email-177,ContainsLink
email-177,UrgentLanguage
email-178,PhishingEmailLabel
email-178,ContainsLink
email-178,UrgentLanguage
email-179,PhishingEmailLabel
email-179,ContainsLink
email-179,UrgentLanguage
email-180,PhishingEmailLabel
email-180,ContainsLink
email-180,UrgentLanguage
email-181,PhishingEmailLabel
email-181,ContainsLink
email-181,UrgentLanguage
email-182,PhishingEmailLabel
email-182,ContainsLink
email-182,HasAttachment
email-182,UrgentLanguage
email-184,HasAttachment
email-186,PhishingEmailLabel
email-186,ContainsLink
email-186,UrgentLanguage
email-187,ContainsLink
email-188,PhishingEmailLabel
email-188,ContainsLink
email-188,UrgentLanguage
email-189,PhishingEmailLabel
email-189,ContainsLink
email-189,UrgentLanguage
email-190,HasAttachment
email-191,PhishingEmailLabel
email-191,ContainsLink
email-191,HasAttachment
email-191,UrgentLanguage
email-192,PhishingEmailLabel
email-192,ContainsLink
email-192,UrgentLanguage
email-193,PhishingEmailLabel
email-193,ContainsLink
email-193,UrgentLanguage
email-195,ContainsLink
email-196,PhishingEmailLabel
email-196,ContainsLink
email-196,UrgentLanguage
email-197,PhishingEmailLabel
email-197,ContainsLink
email-197,HasAttachment
email-197,UrgentLanguage
email-198,ContainsLink
email-198,HasAttachment
email-199,HasAttachment
email-200,ContainsLink
email-200,HasAttachment
email-201,PhishingEmailLabel
email-201,ContainsLink
email-201,HasAttachment
email-201,UrgentLanguage
email-202,PhishingEmailLabel
email-202,ContainsLink
email-202,HasAttachment
email-202,UrgentLanguage
email-203,HasAttachment
email-204,PhishingEmailLabel
email-204,ContainsLink
email-204,UrgentLanguage
email-205,PhishingEmailLabel
email-205,ContainsLink
email-205,HasAttachment
email-205,UrgentLanguage
email-206,HasAttachment
email-208,PhishingEmailLabel
email-208,ContainsLink
email-208,HasAttachment
email-208,UrgentLanguage
email-209,ContainsLink
email-209,HasAttachment
email-210,HasAttachment
email-211,ContainsLink
email-211,HasAttachment
email-213,PhishingEmailLabel
email-213,ContainsLink
email-213,UrgentLanguage
email-214,ContainsLink
email-214,HasAttachment
email-215,PhishingEmailLabel
email-215,ContainsLink
email-215,HasAttachment
email-215,UrgentLanguage
email-216,PhishingEmailLabel
email-216,ContainsLink
email-216,UrgentLanguage
email-217,ContainsLink
email-217,HasAttachment
email-218,PhishingEmailLabel
email-218,ContainsLink
email-218,UrgentLanguage
email-219,PhishingEmailLabel
email-219,ContainsLink
email-219,UrgentLanguage
email-220,PhishingEmailLabel
email-220,ContainsLink
email-220,UrgentLanguage
email-221,PhishingEmailLabel
email-221,ContainsLink
email-221,HasAttachment
email-221,UrgentLanguage
email-222,PhishingEmailLabel
email-222,ContainsLink
email-222,UrgentLanguage
email-223,ContainsLink
email-226,PhishingEmailLabel
email-226,ContainsLink
email-226,HasAttachment
email-226,UrgentLanguage
email-227,ContainsLink
email-227,HasAttachment
email-228,PhishingEmailLabel
email-228,ContainsLink
email-228,HasAttachment
email-228,UrgentLanguage
email-229,HasAttachment
email-230,PhishingEmailLabel
email-230,ContainsLink
email-230,HasAttachment
email-230,UrgentLanguage
email-231,HasAttachment
email-232,HasAttachment
email-233,ContainsLink
email-233,HasAttachment
email-234,ContainsLink
email-235,PhishingEmailLabel
email-235,ContainsLink
email-235,HasAttachment
email-235,UrgentLanguage
email-236,ContainsLink
email-236,HasAttachment
email-237,HasAttachment
email-238,PhishingEmailLabel
email-238,ContainsLink
email-238,UrgentLanguage
email-239,ContainsLink
email-239,HasAttachment
email-240,HasAttachment
email-241,PhishingEmailLabel
email-241,ContainsLink
email-241,HasAttachment
email-241,UrgentLanguage
email-242,HasAttachment
email-244,PhishingEmailLabel
email-244,ContainsLink
email-244,HasAttachment
email-244,UrgentLanguage
email-245,PhishingEmailLabel
email-245,ContainsLink
email-245,HasAttachment
email-245,UrgentLanguage
email-246,PhishingEmailLabel
email-246,ContainsLink
email-246,HasAttachment
email-246,UrgentLanguage
email-247,ContainsLink
email-248,ContainsLink
email-249,ContainsLink
email-249,HasAttachment
email-251,HasAttachment
email-252,PhishingEmailLabel
email-252,ContainsLink
email-252,UrgentLanguage
email-253,ContainsLink
email-254,HasAttachment
email-256,ContainsLink
email-256,HasAttachment
email-257,ContainsLink
email-257,HasAttachment
email-258,PhishingEmailLabel
email-258,ContainsLink
email-258,HasAttachment
email-258,UrgentLanguage
email-259,PhishingEmailLabel
email-259,ContainsLink
email-259,UrgentLanguage
email-261,PhishingEmailLabel
email-261,ContainsLink
email-261,UrgentLanguage
email-262,HasAttachment
email-263,PhishingEmailLabel
email-263,ContainsLink
email-263,HasAttachment
email-263,UrgentLanguage
email-264,PhishingEmailLabel
email-264,ContainsLink
email-264,HasAttachment
email-264,UrgentLanguage
email-265,PhishingEmailLabel
email-265,ContainsLink
email-265,UrgentLanguage
email-266,ContainsLink
email-266,HasAttachment
email-267,HasAttachment
email-268,PhishingEmailLabel
email-268,ContainsLink
email-268,HasAttachment
email-268,UrgentLanguage
email-269,PhishingEmailLabel
email-269,ContainsLink
email-269,UrgentLanguage
email-270,PhishingEmailLabel
email-270,ContainsLink
email-270,HasAttachment
email-270,UrgentLanguage
email-271,ContainsLink
email-272,PhishingEmailLabel
email-272,ContainsLink
email-272,UrgentLanguage
email-273,PhishingEmailLabel
email-273,ContainsLink
email-273,HasAttachment
email-273,UrgentLanguage
email-274,ContainsLink
email-274,HasAttachment
email-275,ContainsLink
email-276,PhishingEmailLabel
email-276,ContainsLink
email-276,HasAttachment
email-276,UrgentLanguage
email-277,ContainsLink
email-277,HasAttachment
email-278,PhishingEmailLabel
email-278,ContainsLink
email-278,HasAttachment
email-278,UrgentLanguage
email-279,ContainsLink
email-280,HasAttachment
email-281,HasAttachment
email-284,ContainsLink
email-285,PhishingEmailLabel
email-285,ContainsLink
email-285,UrgentLanguage
email-286,HasAttachment
email-287,ContainsLink
email-287,HasAttachment
email-288,ContainsLink
email-288,HasAttachment
email-289,HasAttachment
email-290,ContainsLink
email-290,HasAttachment
email-291,PhishingEmailLabel
email-291,ContainsLink
email-291,HasAttachment
email-291,UrgentLanguage
email-292,PhishingEmailLabel
email-292,ContainsLink
email-292,HasAttachment
email-292,UrgentLanguage
email-293,ContainsLink
email-293,HasAttachment
email-294,HasAttachment
email-296,PhishingEmailLabel
email-296,ContainsLink
email-296,UrgentLanguage
email-298,PhishingEmailLabel
email-298,ContainsLink
email-298,HasAttachment
email-298,UrgentLanguage
email-299,ContainsLink
email-299,HasAttachment
email-300,ContainsLink
email-300,HasAttachment
email-301,PhishingEmailLabel
email-301,ContainsLink
email-301,UrgentLanguage
email-302,PhishingEmailLabel
email-302,ContainsLink
email-302,HasAttachment
email-302,UrgentLanguage
email-303,PhishingEmailLabel
email-303,ContainsLink
email-303,UrgentLanguage
email-304,PhishingEmailLabel
email-304,ContainsLink
email-304,UrgentLanguage
email-305,PhishingEmailLabel
email-305,ContainsLink
email-305,UrgentLanguage
email-308,PhishingEmailLabel
email-308,ContainsLink
email-308,HasAttachment
email-308,UrgentLanguage
email-310,PhishingEmailLabel
email-310,ContainsLink
email-310,HasAttachment
email-310,UrgentLanguage
email-311,PhishingEmailLabel
email-311,ContainsLink
email-311,UrgentLanguage
email-312,ContainsLink
email-313,HasAttachment
email-314,PhishingEmailLabel
email-314,ContainsLink
email-314,HasAttachment
email-314,UrgentLanguage
email-315,HasAttachment
email-316,PhishingEmailLabel
email-316,ContainsLink
email-316,UrgentLanguage
email-317,PhishingEmailLabel
email-317,ContainsLink
email-317,HasAttachment
email-317,UrgentLanguage
email-318,PhishingEmailLabel
email-318,ContainsLink
email-318,HasAttachment
email-318,UrgentLanguage
email-319,ContainsLink
email-320,PhishingEmailLabel
email-320,ContainsLink
email-320,UrgentLanguage
email-321,HasAttachment
email-322,PhishingEmailLabel
email-322,ContainsLink
email-322,UrgentLanguage
email-323,PhishingEmailLabel
email-323,ContainsLink
email-323,HasAttachment
email-323,UrgentLanguage
email-324,PhishingEmailLabel
email-324,ContainsLink
email-324,HasAttachment
email-324,UrgentLanguage
email-325,PhishingEmailLabel
email-325,ContainsLink
email-325,UrgentLanguage
email-326,PhishingEmailLabel
email-326,ContainsLink
email-326,UrgentLanguage
email-327,PhishingEmailLabel
email-327,ContainsLink
email-327,UrgentLanguage
email-328,PhishingEmailLabel
email-328,ContainsLink
email-328,UrgentLanguage
email-330,HasAttachment
email-331,HasAttachment
email-332,ContainsLink
email-332,HasAttachment
email-333,HasAttachment
email-334,ContainsLink
email-334,HasAttachment
email-335,ContainsLink
email-335,HasAttachment
email-336,PhishingEmailLabel
email-336,ContainsLink
email-336,UrgentLanguage
email-337,ContainsLink
email-337,HasAttachment
email-338,ContainsLink
email-338,HasAttachment
email-339,PhishingEmailLabel
email-339,ContainsLink
email-339,UrgentLanguage
email-340,PhishingEmailLabel
email-340,ContainsLink
email-340,HasAttachment
email-340,UrgentLanguage
email-341,PhishingEmailLabel
email-341,ContainsLink
email-341,HasAttachment
email-341,UrgentLanguage
email-342,PhishingEmailLabel
email-342,ContainsLink
email-342,HasAttachment
email-342,UrgentLanguage
email-343,ContainsLink
email-344,ContainsLink
email-346,HasAttachment
email-347,PhishingEmailLabel
email-347,ContainsLink
email-347,HasAttachment
email-347,UrgentLanguage
email-349,ContainsLink
email-349,HasAttachment
email-351,PhishingEmailLabel
email-351,ContainsLink
email-351,HasAttachment
email-351,UrgentLanguage
email-352,PhishingEmailLabel
email-352,ContainsLink
email-352,UrgentLanguage
email-353,PhishingEmailLabel
email-353,ContainsLink
email-353,UrgentLanguage
email-354,PhishingEmailLabel
email-354,ContainsLink
email-354,HasAttachment
email-354,UrgentLanguage
email-356,PhishingEmailLabel
email-356,ContainsLink
email-356,HasAttachment
email-356,UrgentLanguage
email-357,ContainsLink
email-357,HasAttachment
email-359,ContainsLink
email-360,PhishingEmailLabel
email-360,ContainsLink
email-360,HasAttachment
email-360,UrgentLanguage
email-361,ContainsLink
email-361,HasAttachment
email-362,PhishingEmailLabel
email-362,ContainsLink
email-362,HasAttachment
email-362,UrgentLanguage
email-363,ContainsLink
email-364,HasAttachment
email-365,PhishingEmailLabel
email-365,ContainsLink
email-365,HasAttachment
email-365,UrgentLanguage
email-366,PhishingEmailLabel
email-366,ContainsLink
email-366,UrgentLanguage
email-367,HasAttachment
email-368,PhishingEmailLabel
email-368,ContainsLink
email-368,UrgentLanguage
email-369,PhishingEmailLabel
email-369,ContainsLink
email-369,HasAttachment
email-369,UrgentLanguage
email-370,PhishingEmailLabel
email-370,ContainsLink
email-370,UrgentLanguage
email-371,PhishingEmailLabel
email-371,ContainsLink
email-371,UrgentLanguage
email-373,HasAttachment
email-374,HasAttachment
email-375,HasAttachment
email-376,PhishingEmailLabel
email-376,ContainsLink
email-376,UrgentLanguage
email-377,PhishingEmailLabel
email-377,ContainsLink
email-377,HasAttachment
email-377,UrgentLanguage
email-378,PhishingEmailLabel
email-378,ContainsLink
email-378,HasAttachment
email-378,UrgentLanguage
email-379,PhishingEmailLabel
email-379,ContainsLink
email-379,UrgentLanguage
email-380,PhishingEmailLabel
email-380,ContainsLink
email-380,UrgentLanguage
email-382,PhishingEmailLabel
email-382,ContainsLink
email-382,UrgentLanguage
email-383,PhishingEmailLabel
email-383,ContainsLink
email-383,UrgentLanguage
email-384,ContainsLink
email-385,PhishingEmailLabel
email-385,ContainsLink
email-385,UrgentLanguage
email-386,PhishingEmailLabel
email-386,ContainsLink
email-386,UrgentLanguage
email-387,PhishingEmailLabel
email-387,ContainsLink
email-387,HasAttachment
email-387,UrgentLanguage
email-388,ContainsLink
email-390,PhishingEmailLabel
email-390,ContainsLink
email-390,HasAttachment
email-390,UrgentLanguage
email-391,ContainsLink
email-391,HasAttachment
email-392,ContainsLink
email-394,PhishingEmailLabel
email-394,ContainsLink
email-394,HasAttachment
email-394,UrgentLanguage
email-395,PhishingEmailLabel
email-395,ContainsLink
email-395,HasAttachment
email-395,UrgentLanguage
email-396,PhishingEmailLabel
email-396,ContainsLink
email-396,HasAttachment
email-396,UrgentLanguage
email-397,PhishingEmailLabel
email-397,ContainsLink
email-397,UrgentLanguage
email-398,PhishingEmailLabel
email-398,ContainsLink
email-398,UrgentLanguage
email-399,PhishingEmailLabel
email-399,ContainsLink
email-399,UrgentLanguage
email-400,HasAttachment
email-401,PhishingEmailLabel
email-401,ContainsLink
email-401,UrgentLanguage
email-402,ContainsLink
email-404,HasAttachment
email-405,PhishingEmailLabel
email-405,ContainsLink
email-405,UrgentLanguage
email-406,PhishingEmailLabel
email-406,ContainsLink
email-406,HasAttachment
email-406,UrgentLanguage
email-407,PhishingEmailLabel
email-407,ContainsLink
email-407,UrgentLanguage
email-408,PhishingEmailLabel
email-408,ContainsLink
email-408,HasAttachment
email-408,UrgentLanguage
email-409,PhishingEmailLabel
email-409,ContainsLink
email-409,HasAttachment
email-409,UrgentLanguage
email-410,PhishingEmailLabel
email-410,ContainsLink
email-410,UrgentLanguage
email-411,ContainsLink
email-412,HasAttachment
email-413,PhishingEmailLabel
email-413,ContainsLink
email-413,UrgentLanguage
email-414,ContainsLink
email-415,ContainsLink
email-416,HasAttachment
email-417,PhishingEmailLabel
email-417,ContainsLink
email-417,HasAttachment
email-417,UrgentLanguage
email-418,PhishingEmailLabel
email-418,ContainsLink
email-418,HasAttachment
email-418,UrgentLanguage
email-419,ContainsLink
email-420,PhishingEmailLabel
email-420,ContainsLink
email-420,HasAttachment
email-420,UrgentLanguage
email-421,ContainsLink
email-421,HasAttachment
email-422,PhishingEmailLabel
email-422,ContainsLink
email-422,HasAttachment
email-422,UrgentLanguage
email-423,PhishingEmailLabel
email-423,ContainsLink
email-423,HasAttachment
email-423,UrgentLanguage
email-425,PhishingEmailLabel
email-425,ContainsLink
email-425,UrgentLanguage
email-426,ContainsLink
email-426,HasAttachment
email-427,PhishingEmailLabel
email-427,ContainsLink
email-427,UrgentLanguage
email-428,PhishingEmailLabel
email-428,ContainsLink
email-428,HasAttachment
email-428,UrgentLanguage
email-429,PhishingEmailLabel
email-429,ContainsLink
email-429,UrgentLanguage
email-430,PhishingEmailLabel
email-430,ContainsLink
email-430,HasAttachment
email-430,UrgentLanguage
email-431,ContainsLink
email-431,HasAttachment
email-432,ContainsLink
email-432,HasAttachment
email-433,PhishingEmailLabel
email-433,ContainsLink
email-433,HasAttachment
email-433,UrgentLanguage
email-434,HasAttachment
email-435,ContainsLink
email-435,HasAttachment
email-436,ContainsLink
email-437,PhishingEmailLabel
email-437,ContainsLink
email-437,HasAttachment
email-437,UrgentLanguage
email-438,HasAttachment
email-439,PhishingEmailLabel
email-439,ContainsLink
email-439,UrgentLanguage
email-440,PhishingEmailLabel
email-440,ContainsLink
email-440,UrgentLanguage
email-441,PhishingEmailLabel
email-441,ContainsLink
email-441,UrgentLanguage
email-442,ContainsLink
email-442,HasAttachment
email-443,PhishingEmailLabel
email-443,ContainsLink
email-443,UrgentLanguage
email-444,PhishingEmailLabel
email-444,ContainsLink
email-444,HasAttachment
email-444,UrgentLanguage
email-445,PhishingEmailLabel
email-445,ContainsLink
email-445,HasAttachment
email-445,UrgentLanguage
email-446,PhishingEmailLabel
email-446,ContainsLink
email-446,UrgentLanguage
email-447,PhishingEmailLabel
email-447,ContainsLink
email-447,HasAttachment
email-447,UrgentLanguage
email-450,PhishingEmailLabel
email-450,ContainsLink
email-450,UrgentLanguage
email-451,PhishingEmailLabel
email-451,ContainsLink
email-451,UrgentLanguage
email-452,HasAttachment
email-454,PhishingEmailLabel
email-454,ContainsLink
email-454,HasAttachment
email-454,UrgentLanguage
email-455,ContainsLink
email-455,HasAttachment
email-456,ContainsLink
email-457,PhishingEmailLabel
email-457,ContainsLink
email-457,UrgentLanguage
email-458,PhishingEmailLabel
email-458,ContainsLink
email-458,HasAttachment
email-458,UrgentLanguage
email-459,PhishingEmailLabel
email-459,ContainsLink
email-459,HasAttachment
email-459,UrgentLanguage
email-460,PhishingEmailLabel
email-460,ContainsLink
email-460,UrgentLanguage
email-461,ContainsLink
email-462,PhishingEmailLabel
email-462,ContainsLink
email-462,HasAttachment
email-462,UrgentLanguage
email-463,PhishingEmailLabel
email-463,ContainsLink
email-463,UrgentLanguage
email-465,ContainsLink
email-465,HasAttachment
email-466,PhishingEmailLabel
email-466,ContainsLink
email-466,UrgentLanguage
email-467,ContainsLink
email-467,HasAttachment
email-468,ContainsLink
email-468,HasAttachment
email-470,PhishingEmailLabel
email-470,ContainsLink
email-470,HasAttachment
email-470,UrgentLanguage
email-471,PhishingEmailLabel
email-471,ContainsLink
email-471,HasAttachment
email-471,UrgentLanguage
email-472,ContainsLink
email-472,HasAttachment
email-473,PhishingEmailLabel
email-473,ContainsLink
email-473,UrgentLanguage
email-474,PhishingEmailLabel
email-474,ContainsLink
email-474,UrgentLanguage
email-475,PhishingEmailLabel
email-475,ContainsLink
email-475,UrgentLanguage
email-476,HasAttachment
email-477,PhishingEmailLabel
email-477,ContainsLink
email-477,HasAttachment
email-477,UrgentLanguage
email-478,ContainsLink
email-479,PhishingEmailLabel
email-479,ContainsLink
email-479,HasAttachment
email-479,UrgentLanguage
email-480,ContainsLink
email-481,ContainsLink
email-482,ContainsLink
email-482,HasAttachment
email-483,PhishingEmailLabel
email-483,ContainsLink
email-483,UrgentLanguage
email-485,HasAttachment
email-486,PhishingEmailLabel
email-486,ContainsLink
email-486,HasAttachment
email-486,UrgentLanguage
email-487,ContainsLink
email-489,PhishingEmailLabel
email-489,ContainsLink
email-489,HasAttachment
email-489,UrgentLanguage
email-490,PhishingEmailLabel
