urlId,url,domain,label
url-175,https://www.claimbestdeal.com/disdis/ms-otlook/,www.claimbestdeal.com,0
url-176,https://ebnkng-ch2.wrkbenchh.com/aktualisieren/,ebnkng-ch2.wrkbenchh.com,0
url-177,http://www.ideardonot.top,www.ideardonot.top,0
url-178,https://www.ethmining.info/#/,www.ethmining.info,0
url-179,http://www.web2.hashgains.com,www.web2.hashgains.com,0
url-180,https://onlinequranteaching.com/public/nzvjez64c8hpxfn8g6hdvff8yzdyhhfo,onlinequranteaching.com,0
url-181,http://www.mail-nepalarmy-mil-np-login-download.netlify.app,www.mail-nepalarmy-mil-np-login-download.netlify.app,0
url-182,http://www.hfdkegjsd.ru.xsph.ru,www.hfdkegjsd.ru.xsph.ru,0
url-183,http://www.googleimg.top,www.googleimg.top,0
url-184,http://ianacurtis.rmxcontabilidade.com.br,ianacurtis.rmxcontabilidade.com.br,0
url-185,https://s.amazenru-jp.com,s.amazenru-jp.com,0
url-186,http://www.wifizone.org,www.wifizone.org,0
url-187,https://rfde-107a7.web.app/,rfde-107a7.web.app,0
url-188,http://vinted-pl-gj32d.lanru.top/authorize/1662975258698217,vinted-pl-gj32d.lanru.top,0
url-189,http://www.sikhsiyasatapp.net,www.sikhsiyasatapp.net,0
url-190,http://www.pony4.microsoftups.com,www.pony4.microsoftups.com,0
url-191,https://objectstorage.ap-singapore-1.oraclecloud.com/n/axo19n6cjxrb/b/bucket-20230214-2330/o/bigialopopoqueueindex.html,objectstorage.ap-singapore-1.oraclecloud.com,0
url-192,https://eth-pos.cc/#/,eth-pos.cc,0
url-193,http://www.play.stream.vidzi.tv,www.play.stream.vidzi.tv,0
url-194,http://www.mw.lt,www.mw.lt,0
url-195,https://uniswap-event.org/,uniswap-event.org,0
url-196,http://www.beemail.online,www.beemail.online,0
url-197,https://storageapi.fleek.co/0c4f1bc1-9bd4-4d7b-89b5-a58736a465bd-bucket/customindex.html,storageapi.fleek.co,0
url-198,http://burghdogs.com/landmarkcuauth,burghdogs.com,0
url-199,http://www.915783.com,www.915783.com,0
url-200,http://www.na1.player1532.com,www.na1.player1532.com,0
url-201,https://fb-business-appeal-4066b.web.app/,fb-business-appeal-4066b.web.app,0
url-202,https://attcom-102201.square.site/,attcom-102201.square.site,0
url-203,https://upyq8ess.dreamwp.com/dkskat/,upyq8ess.dreamwp.com,0
url-204,https://fb-business-appeal-57a8f.firebaseapp.com/,fb-business-appeal-57a8f.firebaseapp.com,0
url-205,https://s.id/tanaktualisierung,s.id,0
url-206,http://www.web-design.review,www.web-design.review,0
url-207,http://www.thenaijatimes.com,www.thenaijatimes.com,0
url-208,https://support-management-76454.web.app/,support-management-76454.web.app,0
url-209,https://www.faewood.com,www.faewood.com,0
url-210,https://maidlier.godaddysites.com/,maidlier.godaddysites.com,0
url-211,http://www.amazceczm-co-jp.amazaeocn.50220.top/,www.amazceczm-co-jp.amazaeocn.50220.top,0
url-212,http://www.registroinformado.bar,www.registroinformado.bar,0
url-213,http://www.tradeadspace.info,www.tradeadspace.info,0
url-214,http://con2dapps.com,con2dapps.com,0
url-215,http://bafybeibkgor6o4si6frcggxpnkpmanvk77xarnbvnzv5orsjlmefg3yqhm.ipfs.dweb.link/,bafybeibkgor6o4si6frcggxpnkpmanvk77xarnbvnzv5orsjlmefg3yqhm.ipfs.dweb.link,0
url-216,http://dorainsurance.com/auth.php?md=rougtfxanjhlhnskbpqm&rougtfxanjhlhnskbpqm,dorainsurance.com,0
url-217,https://objectstorage.eu-frankfurt-1.oraclecloud.com/n/frqb89kadgqt/b/56657483933/o/microsoftonline.htm,objectstorage.eu-frankfurt-1.oraclecloud.com,0
url-218,http://www.multipoolminer.io,www.multipoolminer.io,0
url-219,https://ennsttsqau.square.site/,ennsttsqau.square.site,0
url-220,http://www.zelmao.ga,www.zelmao.ga,0
url-221,http://1636365.com/assets/@popperjs.36402333.js/assets/@ctrl.fd318bfa.js/assets/@ctrl.b082b0c1.js/assets/@vueuse.7ab573ac.js/,1636365.com,0
url-222,http://www.suxjweyfb.gq,www.suxjweyfb.gq,0
url-223,http://www.rebelthumb.net,www.rebelthumb.net,0
url-224,http://www.hujgsks.com,www.hujgsks.com,0
url-225,http://inviosped-titolare.com/,inviosped-titolare.com,0
url-226,https://superrefund183798.firebaseapp.com/,superrefund183798.firebaseapp.com,0
url-227,http://www.amazon.co.jp.infotoop.shop/,www.amazon.co.jp.infotoop.shop,0
url-228,http://www.fatura-sorgu.com,www.fatura-sorgu.com,0
url-229,https://bafybeifoddplyecsl2dh4zyar2ezujaxdo2lfwscy5gh2tsdvvquuqn5ia.ipfs.dweb.link/,bafybeifoddplyecsl2dh4zyar2ezujaxdo2lfwscy5gh2tsdvvquuqn5ia.ipfs.dweb.link,0
url-230,https://tiny.one/ing9488,tiny.one,0
url-231,https://roundcube-updatealx.web.app/,roundcube-updatealx.web.app,0
url-232,https://dev-sistemaitauenlinea.pantheonsite.io/,dev-sistemaitauenlinea.pantheonsite.io,0
url-233,https://business-confirm-appeal-ceac6.firebaseapp.com/,business-confirm-appeal-ceac6.firebaseapp.com,0
url-234,http://proximusannulationfacture.com,proximusannulationfacture.com,0
url-235,http://43.134.167.94/servicelogin?passive=1209600&amp;continue=https://accounts.google.com/?&amp;xrealip=107.178.232.242&amp;followup=https://accounts.google.com/?&amp;xrealip=107.178.232.242,43.134.167.94,0
url-236,https://docs.google.com/forms/d/1casphevkfdaz2okqj70wdai3pdwwg1weh_rpk9v0z3a/viewform,docs.google.com,0
url-237,https://nowgamesentergo.com/gala/index.php?userid=&a=vluxe6wpwmhaqkvucany77j9xsqx8ajvtfuwsdhtkga=,nowgamesentergo.com,0
url-238,http://www.lkj.welco.live,www.lkj.welco.live,0
url-239,https://vistory.com/wordpress/wp-content/plugins/f30d43ea1d474f2cbb0d9e5611b16702/y/mm/mmd/sbbch/7wa-taboun/,vistory.com,0
url-240,http://www.dcpan.blocktrail.com,www.dcpan.blocktrail.com,0
url-241,http://www.exp-api.beeppool.org,www.exp-api.beeppool.org,0
url-242,http://www.frissoncourier.com,www.frissoncourier.com,0
url-243,https://sas-3fa.web.app/,sas-3fa.web.app,0
url-244,http://www.desentupidorasuperhidro.com,www.desentupidorasuperhidro.com,0
url-245,https://shop.woodfermliving.com/s/g4y9,shop.woodfermliving.com,0
url-246,https://attmailbservice.weebly.com/,attmailbservice.weebly.com,0
url-247,https://www.info-saiisosn-cards.txjmxfa.cn/web/sign,www.info-saiisosn-cards.txjmxfa.cn,0
url-248,http://www.clinicafresa20.com,www.clinicafresa20.com,0
url-249,http://metmask-wallet-io.godaddysites.com,metmask-wallet-io.godaddysites.com,0
url-250,https://dfss-40827.firebaseapp.com/,dfss-40827.firebaseapp.com,0
url-251,http://sync-rectificationerrors.org,sync-rectificationerrors.org,0
url-252,http://chieuphan-bdshotram.com/webs/,chieuphan-bdshotram.com,0
url-253,https://upadeonlive.web.app/,upadeonlive.web.app,0
url-254,http://www.theron-resource-group.com,www.theron-resource-group.com,0
url-255,http://www.amazceom-co-jp.amaczeon.kaifangjilu.top/,www.amazceom-co-jp.amaczeon.kaifangjilu.top,0
url-256,http://cpanel10wh.bkk1.cloud.z.com/~cp785288/hlep/login/billing.php?verify_account=session=nl&amp;c9af20c816b1cce4f06368be3327e297=&amp;dispatch=15464ad822e0af50d3b1df6196cac08a9e8edfbd,cpanel10wh.bkk1.cloud.z.com,0
url-257,https://att-104275.weeblysite.com/,att-104275.weeblysite.com,0
url-258,https://yahmail7.godaddysites.com/,yahmail7.godaddysites.com,0
url-259,https://www.ekie-nat.ekaste.bhwkke.top/load.php,www.ekie-nat.ekaste.bhwkke.top,0
url-260,http://www.certificationshq.net/net/flix/,www.certificationshq.net,0
url-261,http://mstable.net/,mstable.net,0
url-262,http://bitly.ws/znyb,bitly.ws,0
url-263,http://getdrop.live,getdrop.live,0
url-264,https://is.gd/bhb74h,is.gd,0
url-265,http://www.keliweb.it,www.keliweb.it,0
url-266,http://www.baagii.sportsnewsa.net,www.baagii.sportsnewsa.net,0
url-267,https://att-107210-109856.weeblysite.com/,att-107210-109856.weeblysite.com,0
url-268,http://cn52393.tw1.ru/ups/login/details.php,cn52393.tw1.ru,0
url-269,https://webmail-102101.weeblysite.com/,webmail-102101.weeblysite.com,0
url-270,https://adobe1023.web.app/,adobe1023.web.app,0
url-271,http://www.working.hotmail-onlines.com,www.working.hotmail-onlines.com,0
url-272,https://asociaciongalicia--portalonlinee.repl.co/,asociaciongalicia--portalonlinee.repl.co,0
url-273,https://wwwinfoview.xinhuopay.com/jp.php,wwwinfoview.xinhuopay.com,0
url-274,https://consultarviaportal-online1.net/luiza/home.php?userid=&amp;uri=vwnsgafuxftthejwzctodrzis8sj3ktd2nbxi4rpc9i=,consultarviaportal-online1.net,0
url-275,http://www.fahrzeughero.online,www.fahrzeughero.online,0
url-276,https://tamtilo.firebaseapp.com/,tamtilo.firebaseapp.com,0
url-277,https://amusingunrulyinterfacestandard.tradertrading.repl.co/data.php,amusingunrulyinterfacestandard.tradertrading.repl.co,0
url-278,https://poscaro.firebaseapp.com/,poscaro.firebaseapp.com,0
url-279,https://s3.ap-southeast-1.wasabisys.com/mailbusiness/appsuite/tlyappioox/mailfolderdefault9/inbox.html#redacted@abuse.ionos.com,s3.ap-southeast-1.wasabisys.com,0
url-280,http://www.alma.apple.cloudns.org,www.alma.apple.cloudns.org,0
url-281,https://home-bt-login-103078-108358.weeblysite.com/,home-bt-login-103078-108358.weeblysite.com,0
url-282,https://bacthanh0204.github.io/dangnhapfacebook/,bacthanh0204.github.io,0
url-283,http://www.campbella.ga,www.campbella.ga,0
url-284,https://lowes-solicitors.co.uk/ch/panel/,lowes-solicitors.co.uk,0
url-285,https://0be49829-cf8a-4de9-8e29-99db17acb685.id.repl.co/,0be49829-cf8a-4de9-8e29-99db17acb685.id.repl.co,0
url-286,http://www.gutmanng.cf,www.gutmanng.cf,0
url-287,http://www.alnooncars-kw.com,www.alnooncars-kw.com,0
url-288,http://www.oop.urlfb.co,www.oop.urlfb.co,0
url-289,http://www.ws030.hemnes.win,www.ws030.hemnes.win,0
url-290,http://greglindbergnews-staging.org/.well-known/,greglindbergnews-staging.org,0
url-291,http://www.coincube.io,www.coincube.io,0
url-292,http://www.asegzawal.com,www.asegzawal.com,0
url-293,http://www.talentos-sa.com,www.talentos-sa.com,0
url-294,http://7054company.github.io/etherumwallet,7054company.github.io,0
url-295,http://www.officialhex-go.com/,www.officialhex-go.com,0
url-296,https://dev-8765rfgui.pantheonsite.io/index1.html,dev-8765rfgui.pantheonsite.io,0
url-297,http://www.rator.oss-ap-southeast-5.aliyuncs.com,www.rator.oss-ap-southeast-5.aliyuncs.com,0
url-298,http://www.glassesofwine.com,www.glassesofwine.com,0
url-299,http://www.unblock-proxy.com,www.unblock-proxy.com,0
url-300,https://mail-101447.weeblysite.com/,mail-101447.weeblysite.com,0
url-301,https://atandt-dynamic-iamlrr-lrrcontroller-iam-op.yolasite.com/,atandt-dynamic-iamlrr-lrrcontroller-iam-op.yolasite.com,0
url-302,https://ngvnrhb.top/jp,ngvnrhb.top,0
url-303,http://www.noc.su,www.noc.su,0
url-304,https://industrialguataemalabanktujgi.quarguatmela51.repl.co/,industrialguataemalabanktujgi.quarguatmela51.repl.co,0
url-305,http://www.clientcentre.net,www.clientcentre.net,0
url-306,http://65695fac.wmctc.uk/?serv=rafal.szczecin.pl,65695fac.wmctc.uk,0
url-307,http://www.yahgodz.com,www.yahgodz.com,0
url-308,http://www.co.blocktrail.com,www.co.blocktrail.com,0
url-309,https://euygy.square.site/,euygy.square.site,0
url-310,http://www.ganymed.beeppool.org,www.ganymed.beeppool.org,0
url-311,http://www.f0540908.xsph.ru,www.f0540908.xsph.ru,0
url-312,http://www.automan-1301476296.cos.eu-moscow.myqcloud.com,www.automan-1301476296.cos.eu-moscow.myqcloud.com,0
url-313,http://utente-login-online.66-29-145-227.cprapid.com/it/index.php?&amp;sessionid=9d30164cdeb61a4caaff2d044a3fd599,utente-login-online.66-29-145-227.cprapid.com,0
url-314,http://www.aleksandartaskov.com,www.aleksandartaskov.com,0
url-315,http://vi-hted.9078090.xyz/arlahjp0/technical-works,vi-hted.9078090.xyz,0
url-316,http://smolverse2-free.xyz,smolverse2-free.xyz,0
url-317,http://uaedubaiflying.com/i8pcct,uaedubaiflying.com,0
url-318,http://www.bobijnvidit.xyz,www.bobijnvidit.xyz,0
url-319,https://bio.site/h3h84j9f59jf84j674bnf7s2,bio.site,0
url-320,https://caomega.com/sps/loge/,caomega.com,0
url-321,http://www.helpmicrosoft.net,www.helpmicrosoft.net,0
url-322,http://feito-para-voce-ltau.com,feito-para-voce-ltau.com,0
url-323,http://www.whoer.net,www.whoer.net,0
url-324,https://jnlklknlknlk.agilecrm.com/landing/5390662233292800,jnlklknlknlk.agilecrm.com,0
url-325,https://terapiaespecializada.es/mtb/app/verify.php,terapiaespecializada.es,0
url-326,http://www.christopher-cloos.com,www.christopher-cloos.com,0
url-327,http://u1965047.plsk.regruhosting.ru/10/,u1965047.plsk.regruhosting.ru,0
url-328,http://www.ns1.eimaragon.org,www.ns1.eimaragon.org,0
url-329,http://www.nogiledeneli.ru,www.nogiledeneli.ru,0
url-330,http://www.hnsmhbkj.com,www.hnsmhbkj.com,0
url-331,http://www.kueronekayaeotn.co.jp.kuerocekayacaoto.zgfiab.top/ai,www.kueronekayaeotn.co.jp.kuerocekayacaoto.zgfiab.top,0
url-332,https://yodsecinserv.firebaseapp.com/,yodsecinserv.firebaseapp.com,0
url-333,http://www.static.phongay.com,www.static.phongay.com,0
url-334,http://www.kovasrot.cz,www.kovasrot.cz,0
url-335,http://www.fistfulofeuros.org,www.fistfulofeuros.org,0
url-336,http://www.spiritsoundart.net,www.spiritsoundart.net,0
url-337,http://btconnect-8a0479.webflow.io/,btconnect-8a0479.webflow.io,0
url-338,http://www.iamgr.com,www.iamgr.com,0
url-339,https://credit-agricole-2023.prohoster.biz/a26076bb0263160/region.php?particulier,credit-agricole-2023.prohoster.biz,0
url-340,http://www.amazcon-co-jp.amazocm.rzecrq.top/,www.amazcon-co-jp.amazocm.rzecrq.top,0
url-341,https://greenprocapitol.com/web/king/postoo.php,greenprocapitol.com,0
url-342,http://www.tgfdj.com,www.tgfdj.com,0
url-343,https://bankkofameriicalogin.accountnotificationupdate.workers.dev/,bankkofameriicalogin.accountnotificationupdate.workers.dev,0
url-344,http://www.amazcazm-co-jp.amazococn.fotoforce.cn/,www.amazcazm-co-jp.amazococn.fotoforce.cn,0
url-345,http://www.reco.ws,www.reco.ws,0
url-346,https://a13c909610-c45b-11ed-96b6-fd31cd80905cpersonas.transaccional2.repl.co/?jj,a13c909610-c45b-11ed-96b6-fd31cd80905cpersonas.transaccional2.repl.co,0
url-347,http://tazanews18.in,tazanews18.in,0
url-348,https://metaappeal-0321031040120412--preview-name-b0hv11cw.web.app/,metaappeal-0321031040120412--preview-name-b0hv11cw.web.app,0
url-349,https://inc-106190.weeblysite.com/,inc-106190.weeblysite.com,0
url-350,http://www.fapecalijobutaka.biz,www.fapecalijobutaka.biz,0
url-351,http://dfjhjhjb2.com/?fds21fds54fds54sd,dfjhjhjb2.com,0
url-352,http://www.polevoyton.store,www.polevoyton.store,0
url-353,https://dev-sbdjsdbabsefuridaaa.pantheonsite.io/token3.php,dev-sbdjsdbabsefuridaaa.pantheonsite.io,0
url-354,https://www.ekli-nat.ekinrt.dduuwm.top/load.php,www.ekli-nat.ekinrt.dduuwm.top,0
url-355,http://app-parallel-fi.netlify.app,app-parallel-fi.netlify.app,0
url-356,http://www.ecolerubanvert.com,www.ecolerubanvert.com,0
