transactionId,indicator
tx-2-C430329518-C991505714,ZeroedOriginBalance
tx-2-C140702728-C634210724,FraudTransaction
tx-2-C140702728-C634210724,ZeroedOriginBalance
tx-2-C395257482-C1032986144,FraudTransaction
tx-2-C395257482-C1032986144,ZeroedOriginBalance
tx-2-C1375503918-C234430897,FraudTransaction
tx-2-C1375503918-C234430897,ZeroedOriginBalance
tx-2-C175961135-C1711105800,FraudTransaction
tx-2-C175961135-C1711105800,ZeroedOriginBalance
tx-3-C1134864869-C118648358,FraudTransaction
tx-3-C1134864869-C118648358,ZeroedOriginBalance
tx-3-C1984954272-C124540047,FraudTransaction
tx-3-C1984954272-C124540047,ZeroedOriginBalance
tx-3-C1247938090-C1002031672,FraudTransaction
tx-3-C1247938090-C1002031672,ZeroedOriginBalance
tx-3-C2126545173-C573200870,FraudTransaction
tx-3-C2126545173-C573200870,ZeroedOriginBalance
tx-4-C7162498-C945327594,FraudTransaction
tx-4-C7162498-C945327594,HighAmountTransfer
tx-4-C351297720-C766681183,FraudTransaction
tx-4-C351297720-C766681183,HighAmountTransfer
tx-4-C351297720-C766681183,ZeroedOriginBalance
tx-4-C2047521920-C449261773,FraudTransaction
tx-4-C2047521920-C449261773,HighAmountTransfer
tx-4-C2047521920-C449261773,ZeroedOriginBalance
tx-4-C2044690596-C932583850,FraudTransaction
tx-4-C2044690596-C932583850,HighAmountTransfer
tx-4-C2044690596-C932583850,ZeroedOriginBalance
tx-4-C540962910-C2127862399,FraudTransaction
tx-4-C540962910-C2127862399,ZeroedOriginBalance
tx-4-C2026325575-C1394526584,FraudTransaction
tx-4-C2026325575-C1394526584,ZeroedOriginBalance
tx-4-C17222024-C410033330,FraudTransaction
tx-4-C17222024-C410033330,ZeroedOriginBalance
tx-4-C17222024-C410033330,RepeatedFraudDestination
tx-4-C556223230-C2094777811,FraudTransaction
tx-4-C556223230-C2094777811,ZeroedOriginBalance
tx-4-C1844941220-C1191544932,FraudTransaction
tx-4-C1844941220-C1191544932,ZeroedOriginBalance
tx-4-C1699873763-C560041895,FraudTransaction
tx-4-C1699873763-C560041895,ZeroedOriginBalance
tx-5-C1409933277-C162114152,FraudTransaction
tx-5-C1409933277-C162114152,ZeroedOriginBalance
tx-5-C1174000532-C410033330,FraudTransaction
tx-5-C1174000532-C410033330,ZeroedOriginBalance
tx-5-C1174000532-C410033330,RepeatedFraudDestination
tx-5-C383882703-C1807010830,FraudTransaction
tx-5-C383882703-C1807010830,ZeroedOriginBalance
tx-5-C840095827-C803116137,FraudTransaction
tx-5-C840095827-C803116137,ZeroedOriginBalance
tx-5-C840095827-C803116137,RepeatedFraudDestination
tx-5-C1775746074-C746009679,FraudTransaction
tx-5-C1775746074-C746009679,ZeroedOriginBalance
tx-5-C213063852-C922511709,FraudTransaction
tx-5-C213063852-C922511709,ZeroedOriginBalance
tx-6-C2025652936-C1662235713,FraudTransaction
tx-6-C2025652936-C1662235713,ZeroedOriginBalance
tx-6-C685428529-C1626759869,FraudTransaction
tx-6-C685428529-C1626759869,ZeroedOriginBalance
tx-6-C864622150-C41792607,FraudTransaction
tx-6-C864622150-C41792607,ZeroedOriginBalance
tx-6-C1004271827-C451934410,FraudTransaction
tx-6-C1004271827-C451934410,ZeroedOriginBalance
tx-6-C457596841-C1956477953,FraudTransaction
tx-6-C457596841-C1956477953,ZeroedOriginBalance
tx-6-C682812632-C256417920,FraudTransaction
tx-6-C682812632-C256417920,ZeroedOriginBalance
tx-6-C903383636-C904300960,FraudTransaction
tx-6-C903383636-C904300960,ZeroedOriginBalance
tx-6-C903383636-C904300960,RepeatedFraudDestination
tx-6-C1813769162-C1249547869,FraudTransaction
tx-6-C1813769162-C1249547869,ZeroedOriginBalance
tx-6-C666642000-C1315078366,FraudTransaction
tx-6-C666642000-C1315078366,ZeroedOriginBalance
tx-6-C1547714604-C7881234,FraudTransaction
tx-6-C1547714604-C7881234,ZeroedOriginBalance
tx-6-C788790720-C1589547066,FraudTransaction
tx-6-C788790720-C1589547066,ZeroedOriginBalance
tx-6-C436661284-C522173599,FraudTransaction
tx-6-C436661284-C522173599,ZeroedOriginBalance
tx-6-C1034673425-C1379589736,FraudTransaction
tx-6-C1034673425-C1379589736,ZeroedOriginBalance
tx-6-C1484518113-C978609035,FraudTransaction
tx-6-C1484518113-C978609035,ZeroedOriginBalance
tx-6-C777407608-C1790657739,FraudTransaction
tx-6-C777407608-C1790657739,ZeroedOriginBalance
tx-6-C1191732945-C418964192,FraudTransaction
tx-6-C1191732945-C418964192,ZeroedOriginBalance
tx-6-C365589282-C908043384,FraudTransaction
tx-6-C365589282-C908043384,ZeroedOriginBalance
tx-6-C1284098442-C801412408,FraudTransaction
tx-6-C1284098442-C801412408,ZeroedOriginBalance
tx-6-C558400671-C527482085,FraudTransaction
tx-6-C558400671-C527482085,ZeroedOriginBalance
tx-6-C158801009-C382431057,FraudTransaction
tx-6-C158801009-C382431057,ZeroedOriginBalance
tx-6-C1735554279-C12793273,FraudTransaction
tx-6-C1735554279-C12793273,ZeroedOriginBalance
tx-6-C1421965867-C1438594533,FraudTransaction
tx-6-C1421965867-C1438594533,ZeroedOriginBalance
tx-7-C2101686389-C612008977,FraudTransaction
tx-7-C2101686389-C612008977,ZeroedOriginBalance
tx-7-C383717053-C380242442,FraudTransaction
tx-7-C383717053-C380242442,ZeroedOriginBalance
tx-7-C1686905633-C824421402,FraudTransaction
tx-7-C1686905633-C824421402,ZeroedOriginBalance
tx-7-C693427358-C1101441872,FraudTransaction
tx-7-C693427358-C1101441872,ZeroedOriginBalance
tx-7-C666654362-C1726301214,FraudTransaction
tx-7-C666654362-C1726301214,HighAmountTransfer
tx-7-C666654362-C1726301214,ZeroedOriginBalance
tx-7-C1588880909-C1570256460,FraudTransaction
tx-7-C1588880909-C1570256460,HighAmountTransfer
tx-7-C1588880909-C1570256460,ZeroedOriginBalance
tx-7-C1455969984-C2119910556,FraudTransaction
tx-7-C1455969984-C2119910556,ZeroedOriginBalance
tx-7-C1173659886-C1769947269,FraudTransaction
tx-7-C1173659886-C1769947269,ZeroedOriginBalance
tx-7-C786114805-C1666314150,FraudTransaction
tx-7-C786114805-C1666314150,ZeroedOriginBalance
tx-7-C452475723-C2089016471,FraudTransaction
tx-7-C452475723-C2089016471,ZeroedOriginBalance
tx-7-C1023505879-C847761155,FraudTransaction
tx-7-C1023505879-C847761155,ZeroedOriginBalance
tx-7-C398085606-C2072030256,FraudTransaction
tx-7-C398085606-C2072030256,ZeroedOriginBalance
tx-8-C2102265902-C789014007,FraudTransaction
tx-8-C1961506277-C378841819,FraudTransaction
tx-8-C1961506277-C378841819,ZeroedOriginBalance
tx-8-C1737727444-C588779235,FraudTransaction
tx-8-C1737727444-C588779235,ZeroedOriginBalance
tx-8-C1198040187-C1828047633,FraudTransaction
tx-8-C1198040187-C1828047633,ZeroedOriginBalance
tx-8-C858959216-C864078397,FraudTransaction
tx-8-C858959216-C864078397,ZeroedOriginBalance
tx-8-C1026280121-C277510102,FraudTransaction
tx-8-C1026280121-C277510102,HighAmountTransfer
tx-8-C74534388-C1748042844,FraudTransaction
tx-8-C74534388-C1748042844,ZeroedOriginBalance
tx-8-C1938531779-C2048578791,FraudTransaction
tx-8-C1938531779-C2048578791,ZeroedOriginBalance
tx-8-C1825456600-C570409417,FraudTransaction
tx-8-C1825456600-C570409417,ZeroedOriginBalance
tx-8-C515973302-C170071280,FraudTransaction
tx-8-C515973302-C170071280,ZeroedOriginBalance
tx-8-C1683174795-C427998326,FraudTransaction
tx-8-C1683174795-C427998326,ZeroedOriginBalance
tx-8-C1395071924-C79685693,FraudTransaction
tx-8-C1395071924-C79685693,ZeroedOriginBalance
tx-9-C1769581889-C217441120,FraudTransaction
tx-9-C1769581889-C217441120,ZeroedOriginBalance
tx-9-C589143360-C1992550266,FraudTransaction
tx-9-C589143360-C1992550266,ZeroedOriginBalance
tx-9-C299933576-C1060999444,FraudTransaction
tx-9-C299933576-C1060999444,ZeroedOriginBalance
tx-9-C921533797-C424669538,FraudTransaction
tx-9-C921533797-C424669538,ZeroedOriginBalance
tx-9-C1452168793-C399194578,FraudTransaction
tx-9-C1452168793-C399194578,ZeroedOriginBalance
tx-9-C58527359-C582901057,FraudTransaction
tx-9-C58527359-C582901057,ZeroedOriginBalance
tx-9-C394488466-C575638324,FraudTransaction
tx-9-C394488466-C575638324,HighAmountTransfer
tx-9-C394488466-C575638324,ZeroedOriginBalance
tx-9-C728718059-C1013511446,FraudTransaction
tx-9-C728718059-C1013511446,HighAmountTransfer
tx-9-C728718059-C1013511446,ZeroedOriginBalance
tx-9-C728718059-C1013511446,RepeatedFraudDestination
tx-9-C1287719145-C352239275,FraudTransaction
tx-9-C1287719145-C352239275,ZeroedOriginBalance
tx-9-C684758020-C1769042905,FraudTransaction
tx-9-C684758020-C1769042905,ZeroedOriginBalance
tx-9-C670587931-C150406565,FraudTransaction
tx-9-C670587931-C150406565,HighAmountTransfer
tx-9-C670587931-C150406565,ZeroedOriginBalance
tx-9-C1034219836-C1195589213,FraudTransaction
tx-9-C1034219836-C1195589213,HighAmountTransfer
tx-9-C1034219836-C1195589213,ZeroedOriginBalance
tx-9-C102617052-C760675871,FraudTransaction
tx-9-C102617052-C760675871,ZeroedOriginBalance
tx-9-C1499032143-C1508330669,FraudTransaction
tx-9-C1499032143-C1508330669,ZeroedOriginBalance
tx-9-C1121789613-C254839817,FraudTransaction
tx-9-C666486325-C279565067,FraudTransaction
tx-9-C666486325-C279565067,ZeroedOriginBalance
tx-9-C1764109750-C1522743169,FraudTransaction
tx-9-C1764109750-C1522743169,ZeroedOriginBalance
tx-9-C1087133093-C1855553543,FraudTransaction
tx-9-C1087133093-C1855553543,ZeroedOriginBalance
tx-9-C507466068-C706331499,FraudTransaction
tx-9-C507466068-C706331499,ZeroedOriginBalance
tx-10-C1568400442-C1262169546,FraudTransaction
tx-10-C1568400442-C1262169546,ZeroedOriginBalance
tx-10-C1020461364-C2144015041,FraudTransaction
tx-10-C1020461364-C2144015041,ZeroedOriginBalance
tx-10-C489647033-C571514738,FraudTransaction
tx-10-C481501970-C1262577882,FraudTransaction
tx-10-C481501970-C1262577882,ZeroedOriginBalance
tx-10-C1190429229-C2104652067,FraudTransaction
tx-10-C1190429229-C2104652067,ZeroedOriginBalance
tx-10-C1446009472-C2010733400,FraudTransaction
tx-10-C1446009472-C2010733400,ZeroedOriginBalance
tx-10-C140359285-C2020337583,FraudTransaction
tx-10-C140359285-C2020337583,ZeroedOriginBalance
tx-10-C140359285-C2020337583,RepeatedFraudDestination
tx-10-C1182702586-C2143409210,FraudTransaction
tx-10-C1182702586-C2143409210,HighAmountTransfer
tx-10-C1182702586-C2143409210,ZeroedOriginBalance
tx-10-C813115168-C401825929,FraudTransaction
tx-10-C813115168-C401825929,HighAmountTransfer
tx-10-C813115168-C401825929,ZeroedOriginBalance
tx-10-C184586799-C812377986,FraudTransaction
tx-10-C184586799-C812377986,ZeroedOriginBalance
tx-10-C1105700111-C1767952032,FraudTransaction
tx-10-C1105700111-C1767952032,ZeroedOriginBalance
tx-11-C785601242-C1576053316,FraudTransaction
tx-11-C785601242-C1576053316,ZeroedOriginBalance
tx-11-C169099320-C697156329,FraudTransaction
tx-11-C169099320-C697156329,ZeroedOriginBalance
tx-11-C1706582969-C461905695,FraudTransaction
tx-11-C1706582969-C461905695,HighAmountTransfer
tx-11-C711446907-C888769567,FraudTransaction
tx-11-C711446907-C888769567,ZeroedOriginBalance
tx-11-C2021456831-C157591472,FraudTransaction
tx-11-C2021456831-C157591472,ZeroedOriginBalance
tx-11-C2079232448-C585834595,FraudTransaction
tx-11-C2079232448-C585834595,ZeroedOriginBalance
tx-11-C938980312-C621014131,FraudTransaction
tx-11-C938980312-C621014131,ZeroedOriginBalance
tx-12-C1101705841-C925285469,FraudTransaction
tx-12-C1101705841-C925285469,ZeroedOriginBalance
tx-12-C1205151454-C664770316,FraudTransaction
tx-12-C1205151454-C664770316,ZeroedOriginBalance
tx-12-C576568419-C1571546632,FraudTransaction
tx-12-C576568419-C1571546632,HighAmountTransfer
tx-12-C576568419-C1571546632,ZeroedOriginBalance
tx-12-C1098250442-C1140712423,FraudTransaction
tx-12-C1098250442-C1140712423,HighAmountTransfer
tx-12-C1098250442-C1140712423,ZeroedOriginBalance
tx-12-C345293642-C937194908,FraudTransaction
tx-12-C345293642-C937194908,HighAmountTransfer
tx-12-C345293642-C937194908,ZeroedOriginBalance
tx-12-C169939918-C1673501963,FraudTransaction
tx-12-C169939918-C1673501963,HighAmountTransfer
tx-12-C169939918-C1673501963,ZeroedOriginBalance
tx-12-C1223631235-C1281019843,FraudTransaction
tx-12-C1223631235-C1281019843,HighAmountTransfer
tx-12-C1223631235-C1281019843,ZeroedOriginBalance
tx-12-C684252268-C2027569559,FraudTransaction
tx-12-C684252268-C2027569559,HighAmountTransfer
tx-12-C684252268-C2027569559,ZeroedOriginBalance
tx-12-C227115333-C460735540,FraudTransaction
tx-12-C439464764-C562360384,FraudTransaction
tx-12-C439464764-C562360384,ZeroedOriginBalance
tx-12-C1331829443-C127509847,FraudTransaction
tx-12-C1331829443-C127509847,ZeroedOriginBalance
tx-12-C265790428-C1700442291,FraudTransaction
tx-12-C288028999-C184294001,FraudTransaction
tx-12-C288028999-C184294001,ZeroedOriginBalance
tx-12-C343345083-C200064275,FraudTransaction
tx-12-C343345083-C200064275,ZeroedOriginBalance
tx-12-C343345083-C200064275,RepeatedFraudDestination
tx-13-C2021466585-C1864486913,FraudTransaction
tx-13-C2021466585-C1864486913,ZeroedOriginBalance
tx-13-C1894004688-C1293978242,FraudTransaction
tx-13-C1894004688-C1293978242,ZeroedOriginBalance
tx-13-C920803432-C1767389067,FraudTransaction
tx-13-C920803432-C1767389067,ZeroedOriginBalance
tx-13-C1894578299-C590035788,FraudTransaction
tx-13-C1894578299-C590035788,ZeroedOriginBalance
tx-13-C735463888-C1548348754,FraudTransaction
tx-13-C735463888-C1548348754,HighAmountTransfer
tx-13-C735463888-C1548348754,ZeroedOriginBalance
tx-13-C79951219-C1499489682,FraudTransaction
tx-13-C79951219-C1499489682,HighAmountTransfer
tx-13-C79951219-C1499489682,ZeroedOriginBalance
tx-13-C1274887619-C2146670328,FraudTransaction
tx-13-C1864459372-C537531657,FraudTransaction
tx-13-C1864459372-C537531657,HighAmountTransfer
tx-13-C1864459372-C537531657,ZeroedOriginBalance
tx-13-C165094398-C1966002811,FraudTransaction
tx-13-C165094398-C1966002811,HighAmountTransfer
tx-13-C165094398-C1966002811,ZeroedOriginBalance
tx-13-C364029634-C2041291172,FraudTransaction
tx-13-C364029634-C2041291172,HighAmountTransfer
tx-13-C364029634-C2041291172,ZeroedOriginBalance
tx-13-C901331326-C1662761228,FraudTransaction
tx-13-C901331326-C1662761228,HighAmountTransfer
tx-13-C901331326-C1662761228,ZeroedOriginBalance
tx-13-C135832352-C2009346140,FraudTransaction
tx-13-C135832352-C2009346140,HighAmountTransfer
tx-13-C135832352-C2009346140,ZeroedOriginBalance
tx-13-C686187434-C1562904239,FraudTransaction
tx-13-C686187434-C1562904239,HighAmountTransfer
tx-13-C686187434-C1562904239,ZeroedOriginBalance
tx-13-C2143112877-C1755380031,FraudTransaction
tx-13-C2143112877-C1755380031,ZeroedOriginBalance
tx-14-C1374377088-C207611232,FraudTransaction
tx-14-C1374377088-C207611232,HighAmountTransfer
tx-14-C1374377088-C207611232,ZeroedOriginBalance
tx-14-C1440901488-C166839225,FraudTransaction
tx-14-C1440901488-C166839225,HighAmountTransfer
tx-14-C1440901488-C166839225,ZeroedOriginBalance
tx-14-C1960144830-C801162238,FraudTransaction
tx-14-C1960144830-C801162238,ZeroedOriginBalance
tx-14-C465166521-C487776685,FraudTransaction
tx-14-C465166521-C487776685,ZeroedOriginBalance
tx-14-C2081788795-C2138456206,FraudTransaction
tx-14-C2081788795-C2138456206,HighAmountTransfer
tx-14-C2081788795-C2138456206,ZeroedOriginBalance
tx-14-C2010427735-C1887744176,FraudTransaction
tx-14-C2010427735-C1887744176,HighAmountTransfer
tx-14-C2010427735-C1887744176,ZeroedOriginBalance
tx-14-C439830884-C1133002328,FraudTransaction
tx-14-C439830884-C1133002328,HighAmountTransfer
tx-14-C439830884-C1133002328,ZeroedOriginBalance
tx-14-C803703656-C858007309,FraudTransaction
tx-14-C803703656-C858007309,HighAmountTransfer
tx-14-C803703656-C858007309,ZeroedOriginBalance
tx-14-C736093511-C1224081716,FraudTransaction
tx-14-C736093511-C1224081716,HighAmountTransfer
tx-14-C736093511-C1224081716,ZeroedOriginBalance
tx-14-C15204463-C1255502452,FraudTransaction
tx-14-C15204463-C1255502452,HighAmountTransfer
tx-14-C15204463-C1255502452,ZeroedOriginBalance
tx-14-C236875489-C528705657,FraudTransaction
tx-14-C236875489-C528705657,ZeroedOriginBalance
tx-14-C1137669976-C1526507740,FraudTransaction
tx-14-C1137669976-C1526507740,ZeroedOriginBalance
tx-15-C968403759-C1524019269,FraudTransaction
tx-15-C968403759-C1524019269,ZeroedOriginBalance
tx-15-C725915377-C1656726101,FraudTransaction
tx-15-C725915377-C1656726101,ZeroedOriginBalance
tx-15-C1995557473-C1480876722,FraudTransaction
tx-15-C1995557473-C1480876722,ZeroedOriginBalance
tx-15-C1584512618-C2102058838,FraudTransaction
tx-15-C1584512618-C2102058838,ZeroedOriginBalance
tx-15-C1012580160-C540657255,FraudTransaction
tx-15-C1012580160-C540657255,ZeroedOriginBalance
tx-15-C905234452-C786510892,FraudTransaction
tx-15-C905234452-C786510892,ZeroedOriginBalance
tx-15-C1474711983-C1009564356,FraudTransaction
tx-15-C1474711983-C1009564356,ZeroedOriginBalance
tx-15-C1055229266-C1689170857,FraudTransaction
tx-15-C1055229266-C1689170857,ZeroedOriginBalance
tx-15-C1761347420-C383804904,FraudTransaction
tx-15-C1761347420-C383804904,ZeroedOriginBalance
tx-15-C1689700172-C149696600,FraudTransaction
tx-15-C1689700172-C149696600,ZeroedOriginBalance
tx-15-C378910639-C1881567873,FraudTransaction
tx-15-C378910639-C1881567873,ZeroedOriginBalance
tx-15-C1970843703-C597280894,FraudTransaction
tx-15-C1970843703-C597280894,ZeroedOriginBalance
tx-15-C947728507-C1720721903,FraudTransaction
tx-15-C1404885898-C1795377601,FraudTransaction
tx-15-C553034695-C26381896,FraudTransaction
tx-15-C553034695-C26381896,ZeroedOriginBalance
tx-15-C1065370362-C200064275,FraudTransaction
tx-15-C1065370362-C200064275,ZeroedOriginBalance
tx-15-C1065370362-C200064275,RepeatedFraudDestination
tx-15-C1695793096-C849010584,FraudTransaction
tx-15-C1695793096-C849010584,ZeroedOriginBalance
tx-15-C842684426-C2025644484,FraudTransaction
tx-15-C842684426-C2025644484,ZeroedOriginBalance
tx-15-C1275373422-C1704707395,FraudTransaction
tx-15-C1275373422-C1704707395,ZeroedOriginBalance
tx-15-C1765315298-C721356209,FraudTransaction
tx-15-C1765315298-C721356209,ZeroedOriginBalance
tx-16-C752563135-C247007952,FraudTransaction
tx-16-C752563135-C247007952,HighAmountTransfer
tx-16-C752563135-C247007952,ZeroedOriginBalance
tx-16-C705981026-C697783649,FraudTransaction
tx-16-C705981026-C697783649,HighAmountTransfer
tx-16-C705981026-C697783649,ZeroedOriginBalance
tx-16-C1422357582-C366986030,FraudTransaction
tx-16-C1422357582-C366986030,ZeroedOriginBalance
tx-16-C1002446735-C185805228,FraudTransaction
tx-16-C1002446735-C185805228,ZeroedOriginBalance
tx-16-C1002446735-C185805228,RepeatedFraudDestination
tx-16-C494334546-C428725863,FraudTransaction
tx-16-C494334546-C428725863,HighAmountTransfer
tx-16-C494334546-C428725863,ZeroedOriginBalance
tx-16-C2140905252-C970796050,FraudTransaction
tx-16-C2140905252-C970796050,HighAmountTransfer
tx-16-C2140905252-C970796050,ZeroedOriginBalance
tx-16-C457962127-C614104997,FraudTransaction
tx-16-C457962127-C614104997,ZeroedOriginBalance
tx-16-C2073757635-C1899325653,FraudTransaction
tx-16-C2073757635-C1899325653,ZeroedOriginBalance
tx-16-C185016231-C1409959,FraudTransaction
tx-16-C185016231-C1409959,ZeroedOriginBalance
tx-16-C828364266-C101179743,FraudTransaction
tx-16-C828364266-C101179743,ZeroedOriginBalance
tx-17-C15998296-C1652158314,FraudTransaction
tx-17-C15998296-C1652158314,HighAmountTransfer
tx-17-C15998296-C1652158314,ZeroedOriginBalance
tx-17-C967691562-C2093967426,FraudTransaction
tx-17-C967691562-C2093967426,HighAmountTransfer
tx-17-C967691562-C2093967426,ZeroedOriginBalance
tx-17-C1711670940-C385061535,FraudTransaction
tx-17-C1711670940-C385061535,ZeroedOriginBalance
tx-17-C1600031018-C1971951800,FraudTransaction
tx-17-C1600031018-C1971951800,ZeroedOriginBalance
tx-17-C1420261366-C639808302,FraudTransaction
tx-17-C1420261366-C639808302,ZeroedOriginBalance
tx-17-C268542581-C504693752,FraudTransaction
tx-17-C268542581-C504693752,ZeroedOriginBalance
tx-17-C897869440-C616721459,FraudTransaction
tx-18-C1726326177-C1540448785,FraudTransaction
tx-18-C1726326177-C1540448785,ZeroedOriginBalance
tx-18-C1446413189-C185805228,FraudTransaction
tx-18-C1446413189-C185805228,ZeroedOriginBalance
tx-18-C1446413189-C185805228,RepeatedFraudDestination
tx-18-C1066119351-C702410034,FraudTransaction
tx-18-C1066119351-C702410034,ZeroedOriginBalance
tx-18-C281912643-C1264205758,FraudTransaction
tx-18-C281912643-C1264205758,ZeroedOriginBalance
tx-18-C1462280812-C90486891,FraudTransaction
tx-18-C1462280812-C90486891,ZeroedOriginBalance
tx-18-C590103740-C1610372134,FraudTransaction
tx-18-C590103740-C1610372134,HighAmountTransfer
tx-18-C590103740-C1610372134,ZeroedOriginBalance
tx-18-C1213142549-C1880832297,FraudTransaction
tx-18-C1213142549-C1880832297,HighAmountTransfer
tx-18-C1213142549-C1880832297,ZeroedOriginBalance
tx-18-C1218322192-C1107369132,FraudTransaction
tx-18-C1218322192-C1107369132,HighAmountTransfer
tx-18-C1218322192-C1107369132,ZeroedOriginBalance
tx-18-C1542410200-C183389809,FraudTransaction
tx-18-C1542410200-C183389809,HighAmountTransfer
tx-18-C1542410200-C183389809,ZeroedOriginBalance
tx-18-C745648946-C1091334879,FraudTransaction
tx-18-C745648946-C1091334879,HighAmountTransfer
tx-18-C745648946-C1091334879,ZeroedOriginBalance
tx-18-C365968372-C579837876,FraudTransaction
tx-18-C365968372-C579837876,HighAmountTransfer
tx-18-C365968372-C579837876,ZeroedOriginBalance
tx-18-C370107492-C1680789799,FraudTransaction
tx-18-C370107492-C1680789799,ZeroedOriginBalance
tx-18-C779194867-C1475456951,FraudTransaction
tx-18-C779194867-C1475456951,ZeroedOriginBalance
tx-18-C576782065-C2090737806,FraudTransaction
tx-18-C1592623877-C87183368,FraudTransaction
tx-18-C1592623877-C87183368,ZeroedOriginBalance
tx-18-C895161073-C1762082057,FraudTransaction
tx-18-C895161073-C1762082057,ZeroedOriginBalance
tx-19-C1156611770-C742977582,FraudTransaction
tx-19-C1156611770-C742977582,ZeroedOriginBalance
tx-19-C681501417-C447183071,FraudTransaction
tx-19-C681501417-C447183071,ZeroedOriginBalance
tx-19-C767243506-C1532877354,FraudTransaction
tx-19-C767243506-C1532877354,HighAmountTransfer
tx-19-C767243506-C1532877354,ZeroedOriginBalance
tx-19-C841995363-C1314676285,FraudTransaction
tx-19-C841995363-C1314676285,HighAmountTransfer
tx-19-C841995363-C1314676285,ZeroedOriginBalance
tx-19-C149845822-C1200316948,FraudTransaction
tx-19-C263177591-C94435408,FraudTransaction
tx-19-C263177591-C94435408,ZeroedOriginBalance
tx-19-C1993475473-C1832323051,FraudTransaction
tx-19-C1993475473-C1832323051,ZeroedOriginBalance
tx-19-C416779475-C380259496,FraudTransaction
tx-19-C416779475-C380259496,HighAmountTransfer
tx-19-C2050703310-C1622860679,FraudTransaction
tx-19-C2050703310-C1622860679,HighAmountTransfer
tx-19-C2050703310-C1622860679,ZeroedOriginBalance
tx-19-C1990303942-C1308678191,FraudTransaction
tx-19-C1990303942-C1308678191,HighAmountTransfer
tx-19-C1990303942-C1308678191,ZeroedOriginBalance
tx-19-C1718961034-C714051433,FraudTransaction
tx-19-C1718961034-C714051433,HighAmountTransfer
tx-19-C1718961034-C714051433,ZeroedOriginBalance
tx-20-C2080146129-C748889213,FraudTransaction
tx-20-C2080146129-C748889213,ZeroedOriginBalance
tx-20-C530844914-C1614121155,FraudTransaction
tx-20-C530844914-C1614121155,ZeroedOriginBalance
tx-20-C1976637754-C4020115,FraudTransaction
tx-20-C1976637754-C4020115,ZeroedOriginBalance
tx-20-C348303891-C1432596631,FraudTransaction
tx-20-C348303891-C1432596631,ZeroedOriginBalance
tx-21-C1204079316-C637091706,FraudTransaction
tx-21-C1204079316-C637091706,ZeroedOriginBalance
tx-21-C1794798581-C801984124,FraudTransaction
tx-21-C1794798581-C801984124,ZeroedOriginBalance
tx-21-C278180302-C1551346623,FraudTransaction
tx-21-C278180302-C1551346623,ZeroedOriginBalance
tx-21-C179332971-C631110333,FraudTransaction
tx-21-C179332971-C631110333,ZeroedOriginBalance
tx-21-C1861214292-C1834461593,FraudTransaction
tx-22-C1332180070-C2027621451,FraudTransaction
tx-22-C1332180070-C2027621451,ZeroedOriginBalance
tx-22-C54851371-C943084296,FraudTransaction
tx-22-C54851371-C943084296,ZeroedOriginBalance
tx-22-C1765744035-C788887602,FraudTransaction
tx-22-C1765744035-C788887602,ZeroedOriginBalance
tx-22-C2141057802-C802885021,FraudTransaction
