transactionId,step,type,amount,origin,oldBalanceOrigin,newBalanceOrigin,destination,oldBalanceDestination,newBalanceDestination,isFraud,isFlaggedFraud,fraudLabel,riskText
tx-1-C1900366749-C997608398,1,DEBIT,9644.94,C1900366749,4465.00,0.00,C997608398,10845.00,157982.12,false,false,Legitimate,Legitimate DEBIT transaction for 9644.94 from C1900366749 to C997608398. origin balance zeroed
tx-1-C249177573-M2096539129,1,PAYMENT,3099.97,C249177573,20771.00,17671.03,M2096539129,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3099.97 from C249177573 to M2096539129.
tx-1-C1648232591-M972865270,1,PAYMENT,2560.74,C1648232591,5070.00,2509.26,M972865270,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2560.74 from C1648232591 to M972865270.
tx-1-C1716932897-M801569151,1,PAYMENT,11633.76,C1716932897,10127.00,0.00,M801569151,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 11633.76 from C1716932897 to M801569151. origin balance zeroed
tx-1-C1026483832-M1635378213,1,PAYMENT,4098.78,C1026483832,503264.00,499165.22,M1635378213,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 4098.78 from C1026483832 to M1635378213.
tx-1-C905080434-C476402209,1,CASH_OUT,229133.94,C905080434,15325.00,0.00,C476402209,5083.00,51513.44,false,false,Legitimate,Legitimate CASH_OUT transaction for 229133.94 from C905080434 to C476402209. origin balance zeroed
tx-1-C761750706-M1731217984,1,PAYMENT,1563.82,C761750706,450.00,0.00,M1731217984,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1563.82 from C761750706 to M1731217984. origin balance zeroed
tx-1-C1237762639-M1877062907,1,PAYMENT,1157.86,C1237762639,21156.00,19998.14,M1877062907,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1157.86 from C1237762639 to M1877062907.
tx-1-C2033524545-M473053293,1,PAYMENT,671.64,C2033524545,15123.00,14451.36,M473053293,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 671.64 from C2033524545 to M473053293.
tx-1-C1670993182-C1100439041,1,TRANSFER,215310.30,C1670993182,705.00,0.00,C1100439041,22425.00,0.00,false,false,Legitimate,Legitimate TRANSFER transaction for 215310.30 from C1670993182 to C1100439041. origin balance zeroed
tx-1-C20804602-M1344519051,1,PAYMENT,1373.43,C20804602,13854.00,12480.57,M1344519051,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1373.43 from C20804602 to M1344519051.
tx-1-C1566511282-C1973538135,1,DEBIT,9302.79,C1566511282,11299.00,1996.21,C1973538135,29832.00,16896.70,false,false,Legitimate,Legitimate DEBIT transaction for 9302.79 from C1566511282 to C1973538135.
tx-1-C1959239586-C515132998,1,DEBIT,1065.41,C1959239586,1817.00,751.59,C515132998,10330.00,0.00,false,false,Legitimate,Legitimate DEBIT transaction for 1065.41 from C1959239586 to C515132998.
tx-1-C504336483-M1404932042,1,PAYMENT,3876.41,C504336483,67852.00,63975.59,M1404932042,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3876.41 from C504336483 to M1404932042.
tx-1-C1984094095-C932583850,1,TRANSFER,311685.89,C1984094095,10835.00,0.00,C932583850,6267.00,2719172.89,false,false,Legitimate,Legitimate TRANSFER transaction for 311685.89 from C1984094095 to C932583850. origin balance zeroed
tx-1-C1043358826-M1558079303,1,PAYMENT,6061.13,C1043358826,443.00,0.00,M1558079303,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 6061.13 from C1043358826 to M1558079303. origin balance zeroed
tx-1-C1671590089-M58488213,1,PAYMENT,9478.39,C1671590089,116494.00,107015.61,M58488213,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 9478.39 from C1671590089 to M58488213.
tx-1-C1053967012-M295304806,1,PAYMENT,8009.09,C1053967012,10968.00,2958.91,M295304806,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 8009.09 from C1053967012 to M295304806.
tx-1-C1632497828-M33419717,1,PAYMENT,8901.99,C1632497828,2958.91,0.00,M33419717,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 8901.99 from C1632497828 to M33419717. origin balance zeroed
tx-1-C764826684-M1940055334,1,PAYMENT,9920.52,C764826684,0.00,0.00,M1940055334,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 9920.52 from C764826684 to M1940055334.
tx-1-C2103763750-M335107734,1,PAYMENT,3448.92,C2103763750,0.00,0.00,M335107734,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3448.92 from C2103763750 to M335107734.
tx-1-C215078753-M1757317128,1,PAYMENT,4206.84,C215078753,0.00,0.00,M1757317128,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 4206.84 from C215078753 to M1757317128.
tx-1-C840514538-M1804441305,1,PAYMENT,5885.56,C840514538,0.00,0.00,M1804441305,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 5885.56 from C840514538 to M1804441305.
tx-1-C1768242710-M1971783162,1,PAYMENT,5307.88,C1768242710,0.00,0.00,M1971783162,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 5307.88 from C1768242710 to M1971783162.
tx-1-C247113419-M151442075,1,PAYMENT,5031.22,C247113419,0.00,0.00,M151442075,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 5031.22 from C247113419 to M151442075.
tx-1-C1238616099-M70695990,1,PAYMENT,24213.67,C1238616099,0.00,0.00,M70695990,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 24213.67 from C1238616099 to M70695990.
tx-1-C1608633989-M1615617512,1,PAYMENT,8603.42,C1608633989,253.00,0.00,M1615617512,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 8603.42 from C1608633989 to M1615617512. origin balance zeroed
tx-1-C923341586-M107994825,1,PAYMENT,2791.42,C923341586,300481.00,297689.58,M107994825,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2791.42 from C923341586 to M107994825.
tx-1-C1470868839-M1426725223,1,PAYMENT,7413.54,C1470868839,297689.58,290276.03,M1426725223,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 7413.54 from C1470868839 to M1426725223.
tx-1-C711197015-M1384454980,1,PAYMENT,3295.19,C711197015,233633.00,230337.81,M1384454980,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3295.19 from C711197015 to M1384454980.
tx-1-C1481594086-M1569435561,1,PAYMENT,1684.81,C1481594086,297.00,0.00,M1569435561,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1684.81 from C1481594086 to M1569435561. origin balance zeroed
tx-1-C1466917878-C1297685781,1,DEBIT,5758.59,C1466917878,32604.00,26845.41,C1297685781,209699.00,16997.22,false,false,Legitimate,Legitimate DEBIT transaction for 5758.59 from C1466917878 to C1297685781.
tx-1-C768216420-C1509514333,1,CASH_OUT,110414.71,C768216420,26845.41,0.00,C1509514333,288800.00,2415.16,false,false,Legitimate,Legitimate CASH_OUT transaction for 110414.71 from C768216420 to C1509514333. origin balance zeroed
tx-1-C260084831-M267814113,1,PAYMENT,7823.46,C260084831,998.00,0.00,M267814113,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 7823.46 from C260084831 to M267814113. origin balance zeroed
tx-1-C598357562-M1593224710,1,PAYMENT,5086.48,C598357562,0.00,0.00,M1593224710,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 5086.48 from C598357562 to M1593224710.
tx-1-C1440738283-M1849015357,1,PAYMENT,5281.48,C1440738283,152019.00,146737.52,M1849015357,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 5281.48 from C1440738283 to M1849015357.
tx-1-C484199463-M2008106788,1,PAYMENT,13875.98,C484199463,15818.00,1942.02,M2008106788,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 13875.98 from C484199463 to M2008106788.
tx-1-C1570470538-C824009085,1,CASH_OUT,56953.90,C1570470538,1942.02,0.00,C824009085,70253.00,64106.18,false,false,Legitimate,Legitimate CASH_OUT transaction for 56953.90 from C1570470538 to C824009085. origin balance zeroed
tx-1-C512549200-C248609774,1,CASH_OUT,5346.89,C512549200,0.00,0.00,C248609774,652637.00,6453430.91,false,false,Legitimate,Legitimate CASH_OUT transaction for 5346.89 from C512549200 to C248609774.
tx-1-C1615801298-M490391704,1,PAYMENT,2204.04,C1615801298,586.00,0.00,M490391704,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2204.04 from C1615801298 to M490391704. origin balance zeroed
tx-1-C460570271-M1653361344,1,PAYMENT,2641.47,C460570271,23053.00,20411.53,M1653361344,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2641.47 from C460570271 to M1653361344.
tx-1-C2072313080-C2001112025,1,CASH_OUT,23261.30,C2072313080,20411.53,0.00,C2001112025,25742.00,0.00,false,false,Legitimate,Legitimate CASH_OUT transaction for 23261.30 from C2072313080 to C2001112025. origin balance zeroed
tx-1-C816944408-M909132503,1,PAYMENT,2330.64,C816944408,203543.00,201212.36,M909132503,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2330.64 from C816944408 to M909132503.
tx-1-C912966811-M1792384402,1,PAYMENT,1614.64,C912966811,41276.00,39661.36,M1792384402,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1614.64 from C912966811 to M1792384402.
tx-1-C1458621573-M1658980982,1,PAYMENT,9164.71,C1458621573,47235.77,38071.06,M1658980982,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 9164.71 from C1458621573 to M1658980982.
tx-1-C46941357-M1152606315,1,PAYMENT,2970.97,C46941357,38071.06,35100.09,M1152606315,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2970.97 from C46941357 to M1152606315.
tx-1-C343345308-M1714688478,1,PAYMENT,38.66,C343345308,16174.00,16135.34,M1714688478,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 38.66 from C343345308 to M1714688478.
tx-1-C104716441-M1506951181,1,PAYMENT,2252.44,C104716441,1627.00,0.00,M1506951181,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2252.44 from C104716441 to M1506951181. origin balance zeroed
tx-1-C1976401987-C1937962514,1,TRANSFER,62610.80,C1976401987,79114.00,16503.20,C1937962514,517.00,8383.29,false,false,Legitimate,Legitimate TRANSFER transaction for 62610.80 from C1976401987 to C1937962514.
tx-1-C867288517-C242131142,1,DEBIT,5529.13,C867288517,8547.00,3017.87,C242131142,10206.00,0.00,false,false,Legitimate,Legitimate DEBIT transaction for 5529.13 from C867288517 to C242131142.
tx-1-C1528834618-C476800120,1,CASH_OUT,82940.31,C1528834618,3017.87,0.00,C476800120,132372.00,49864.36,false,false,Legitimate,Legitimate CASH_OUT transaction for 82940.31 from C1528834618 to C476800120. origin balance zeroed
tx-1-C280615803-C1254526270,1,DEBIT,4510.22,C280615803,10256.00,5745.78,C1254526270,10697.00,0.00,false,false,Legitimate,Legitimate DEBIT transaction for 4510.22 from C280615803 to C1254526270.
tx-1-C166694583-C1129670968,1,DEBIT,8727.74,C166694583,882770.00,874042.26,C1129670968,12636.00,0.00,false,false,Legitimate,Legitimate DEBIT transaction for 8727.74 from C166694583 to C1129670968.
tx-1-C885910946-M1860591867,1,PAYMENT,2599.46,C885910946,874042.26,871442.79,M1860591867,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2599.46 from C885910946 to M1860591867.
tx-1-C811207775-C1971489295,1,DEBIT,4874.49,C811207775,153.00,0.00,C1971489295,253104.00,0.00,false,false,Legitimate,Legitimate DEBIT transaction for 4874.49 from C811207775 to C1971489295. origin balance zeroed
tx-1-C1161148117-M516875052,1,PAYMENT,6440.78,C1161148117,2192.00,0.00,M516875052,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 6440.78 from C1161148117 to M516875052. origin balance zeroed
tx-1-C1131592118-M589987187,1,PAYMENT,4910.14,C1131592118,41551.00,36640.86,M589987187,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 4910.14 from C1131592118 to M589987187.
tx-1-C1262609629-M587180314,1,PAYMENT,6444.64,C1262609629,12019.00,5574.36,M587180314,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 6444.64 from C1262609629 to M587180314.
tx-1-C1955990522-C1330106945,1,DEBIT,5149.66,C1955990522,4782.00,0.00,C1330106945,52752.00,24044.18,false,false,Legitimate,Legitimate DEBIT transaction for 5149.66 from C1955990522 to C1330106945. origin balance zeroed
tx-1-C69673470-M1082411691,1,PAYMENT,7292.16,C69673470,216827.00,209534.84,M1082411691,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 7292.16 from C69673470 to M1082411691.
tx-1-C527211736-C2096057945,1,CASH_OUT,47458.86,C527211736,209534.84,162075.98,C2096057945,52120.00,0.00,false,false,Legitimate,Legitimate CASH_OUT transaction for 47458.86 from C527211736 to C2096057945.
tx-1-C1533123860-C766572210,1,CASH_OUT,136872.92,C1533123860,162075.98,25203.05,C766572210,217806.00,0.00,false,false,Legitimate,Legitimate CASH_OUT transaction for 136872.92 from C1533123860 to C766572210.
tx-1-C1718906711-C977993101,1,CASH_OUT,94253.33,C1718906711,25203.05,0.00,C977993101,99773.00,965870.05,false,false,Legitimate,Legitimate CASH_OUT transaction for 94253.33 from C1718906711 to C977993101. origin balance zeroed
tx-1-C71802912-M2134271532,1,PAYMENT,2998.04,C71802912,12030.00,9031.96,M2134271532,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2998.04 from C71802912 to M2134271532.
tx-1-C686349795-M1831010686,1,PAYMENT,3454.08,C686349795,9031.96,5577.88,M1831010686,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3454.08 from C686349795 to M1831010686.
tx-1-C1423768154-M404222443,1,PAYMENT,4316.20,C1423768154,10999.00,6682.80,M404222443,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 4316.20 from C1423768154 to M404222443.
tx-1-C1987977423-M61073295,1,PAYMENT,2131.84,C1987977423,224.00,0.00,M61073295,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2131.84 from C1987977423 to M61073295. origin balance zeroed
tx-1-C807322507-M396485834,1,PAYMENT,12986.61,C807322507,23350.00,10363.39,M396485834,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 12986.61 from C807322507 to M396485834.
tx-1-C283039401-C1330106945,1,TRANSFER,42712.39,C283039401,10363.39,0.00,C1330106945,57901.66,24044.18,false,false,Legitimate,Legitimate TRANSFER transaction for 42712.39 from C283039401 to C1330106945. origin balance zeroed
tx-1-C207471778-C1761291320,1,TRANSFER,77957.68,C207471778,0.00,0.00,C1761291320,94900.00,22233.65,false,false,Legitimate,Legitimate TRANSFER transaction for 77957.68 from C207471778 to C1761291320.
tx-1-C1243171897-C783286238,1,TRANSFER,17231.46,C1243171897,0.00,0.00,C783286238,24672.00,0.00,false,false,Legitimate,Legitimate TRANSFER transaction for 17231.46 from C1243171897 to C783286238.
tx-1-C1376151044-C1749186397,1,TRANSFER,78766.03,C1376151044,0.00,0.00,C1749186397,103772.00,277515.05,false,false,Legitimate,Legitimate TRANSFER transaction for 78766.03 from C1376151044 to C1749186397.
tx-1-C873175411-C766572210,1,TRANSFER,224606.64,C873175411,0.00,0.00,C766572210,354678.92,0.00,false,false,Legitimate,Legitimate TRANSFER transaction for 224606.64 from C873175411 to C766572210.
tx-1-C1443967876-C392292416,1,TRANSFER,125872.53,C1443967876,0.00,0.00,C392292416,348512.00,3420103.09,false,false,Legitimate,Legitimate TRANSFER transaction for 125872.53 from C1443967876 to C392292416.
tx-1-C1449772539-C1590550415,1,TRANSFER,379856.23,C1449772539,0.00,0.00,C1590550415,900180.00,19169204.93,false,false,Legitimate,Legitimate TRANSFER transaction for 379856.23 from C1449772539 to C1590550415.
tx-1-C926859124-C665576141,1,TRANSFER,1505626.01,C926859124,0.00,0.00,C665576141,29031.00,5515763.34,false,false,Legitimate,Legitimate TRANSFER transaction for 1505626.01 from C926859124 to C665576141.
tx-1-C1603696865-C766572210,1,TRANSFER,554026.99,C1603696865,0.00,0.00,C766572210,579285.56,0.00,false,false,Legitimate,Legitimate TRANSFER transaction for 554026.99 from C1603696865 to C766572210.
tx-1-C12905860-C1359044626,1,TRANSFER,147543.10,C12905860,0.00,0.00,C1359044626,223220.00,16518.36,false,false,Legitimate,Legitimate TRANSFER transaction for 147543.10 from C12905860 to C1359044626.
tx-1-C412788346-C1590550415,1,TRANSFER,761507.39,C412788346,0.00,0.00,C1590550415,1280036.23,19169204.93,false,false,Legitimate,Legitimate TRANSFER transaction for 761507.39 from C412788346 to C1590550415.
tx-1-C1520267010-C1590550415,1,TRANSFER,1429051.47,C1520267010,0.00,0.00,C1590550415,2041543.62,19169204.93,false,false,Legitimate,Legitimate TRANSFER transaction for 1429051.47 from C1520267010 to C1590550415.
tx-1-C908084672-C392292416,1,TRANSFER,358831.92,C908084672,0.00,0.00,C392292416,474384.53,3420103.09,false,false,Legitimate,Legitimate TRANSFER transaction for 358831.92 from C908084672 to C392292416.
tx-1-C288306765-C1359044626,1,TRANSFER,367768.40,C288306765,0.00,0.00,C1359044626,370763.10,16518.36,false,false,Legitimate,Legitimate TRANSFER transaction for 367768.40 from C288306765 to C1359044626.
tx-1-C1556867940-C1509514333,1,TRANSFER,209711.11,C1556867940,0.00,0.00,C1509514333,399214.71,2415.16,false,false,Legitimate,Legitimate TRANSFER transaction for 209711.11 from C1556867940 to C1509514333.
tx-1-C1839168128-C1286084959,1,TRANSFER,583848.46,C1839168128,0.00,0.00,C1286084959,667778.00,2107778.11,false,false,Legitimate,Legitimate TRANSFER transaction for 583848.46 from C1839168128 to C1286084959.
tx-1-C1495608502-C1590550415,1,TRANSFER,1724887.05,C1495608502,0.00,0.00,C1590550415,3470595.10,19169204.93,false,false,Legitimate,Legitimate TRANSFER transaction for 1724887.05 from C1495608502 to C1590550415.
tx-1-C835773569-C1359044626,1,TRANSFER,710544.77,C835773569,0.00,0.00,C1359044626,738531.50,16518.36,false,false,Legitimate,Legitimate TRANSFER transaction for 710544.77 from C835773569 to C1359044626.
tx-1-C843299092-C1590550415,1,TRANSFER,581294.26,C843299092,0.00,0.00,C1590550415,5195482.15,19169204.93,false,false,Legitimate,Legitimate TRANSFER transaction for 581294.26 from C843299092 to C1590550415.
tx-1-C605982374-C1225616405,1,TRANSFER,11996.58,C605982374,0.00,0.00,C1225616405,40255.00,0.00,false,false,Legitimate,Legitimate TRANSFER transaction for 11996.58 from C605982374 to C1225616405.
tx-1-C1412322831-M1651262695,1,PAYMENT,2875.10,C1412322831,15443.00,12567.90,M1651262695,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 2875.10 from C1412322831 to M1651262695.
tx-1-C1305004711-M494077446,1,PAYMENT,8586.98,C1305004711,3763.00,0.00,M494077446,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 8586.98 from C1305004711 to M494077446. origin balance zeroed
tx-1-C1003206025-M989889899,1,PAYMENT,871.75,C1003206025,19869.00,18997.25,M989889899,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 871.75 from C1003206025 to M989889899.
tx-1-C806813022-M902860396,1,PAYMENT,1035.36,C806813022,71636.00,70600.64,M902860396,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1035.36 from C806813022 to M902860396.
tx-1-C1406206626-M1816522350,1,PAYMENT,1063.53,C1406206626,83084.00,82020.47,M1816522350,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1063.53 from C1406206626 to M1816522350.
tx-1-C1799230133-M1521238608,1,PAYMENT,1019.90,C1799230133,204237.00,203217.10,M1521238608,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1019.90 from C1799230133 to M1521238608.
tx-1-C20156341-M1111897955,1,PAYMENT,4059.38,C20156341,26304.00,22244.62,M1111897955,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 4059.38 from C20156341 to M1111897955.
tx-1-C1509309988-M1643141512,1,PAYMENT,1876.44,C1509309988,182.00,0.00,M1643141512,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1876.44 from C1509309988 to M1643141512. origin balance zeroed
tx-1-C2091072548-C1282788025,1,CASH_OUT,28404.60,C2091072548,0.00,0.00,C1282788025,51744.00,0.00,false,false,Legitimate,Legitimate CASH_OUT transaction for 28404.60 from C2091072548 to C1282788025.
tx-1-C263053820-C1870252780,1,CASH_OUT,75405.10,C263053820,0.00,0.00,C1870252780,104209.00,46462.23,false,false,Legitimate,Legitimate CASH_OUT transaction for 75405.10 from C263053820 to C1870252780.
tx-1-C1740826931-C97730845,1,CASH_OUT,50101.88,C1740826931,0.00,0.00,C97730845,67684.00,9940339.29,false,false,Legitimate,Legitimate CASH_OUT transaction for 50101.88 from C1740826931 to C97730845.
tx-1-C69062746-C100555887,1,CASH_OUT,14121.82,C69062746,0.00,0.00,C100555887,52679.00,10963.66,false,false,Legitimate,Legitimate CASH_OUT transaction for 14121.82 from C69062746 to C100555887.
tx-1-C1631227617-C1983747920,1,CASH_OUT,78292.91,C1631227617,0.00,0.00,C1983747920,121112.00,95508.95,false,false,Legitimate,Legitimate CASH_OUT transaction for 78292.91 from C1631227617 to C1983747920.
tx-1-C24650043-C736709391,1,CASH_OUT,176149.90,C24650043,0.00,0.00,C736709391,259813.00,46820.71,false,false,Legitimate,Legitimate CASH_OUT transaction for 176149.90 from C24650043 to C736709391.
tx-1-C1896074070-C401424608,1,CASH_OUT,212228.35,C1896074070,0.00,0.00,C401424608,429747.00,1178808.14,false,false,Legitimate,Legitimate CASH_OUT transaction for 212228.35 from C1896074070 to C401424608.
tx-1-C460741164-C1590550415,1,CASH_OUT,85423.63,C460741164,0.00,0.00,C1590550415,5776776.41,19169204.93,false,false,Legitimate,Legitimate CASH_OUT transaction for 85423.63 from C460741164 to C1590550415.
tx-1-C781091365-C985934102,1,CASH_OUT,11648.50,C781091365,0.00,0.00,C985934102,260976.00,971418.91,false,false,Legitimate,Legitimate CASH_OUT transaction for 11648.50 from C781091365 to C985934102.
tx-1-C1858015030-M25764044,1,PAYMENT,6165.58,C1858015030,20925.00,14759.42,M25764044,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 6165.58 from C1858015030 to M25764044.
tx-1-C671596011-M1925352804,1,PAYMENT,3705.83,C671596011,41903.46,38197.63,M1925352804,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3705.83 from C671596011 to M1925352804.
tx-1-C1687354037-C33524623,1,CASH_OUT,419801.40,C1687354037,38197.63,0.00,C33524623,499962.00,1517262.16,false,false,Legitimate,Legitimate CASH_OUT transaction for 419801.40 from C1687354037 to C33524623. origin balance zeroed
tx-1-C743778731-C575335780,1,CASH_OUT,335416.51,C743778731,144478.00,0.00,C575335780,295.00,52415.15,false,false,Legitimate,Legitimate CASH_OUT transaction for 335416.51 from C743778731 to C575335780. origin balance zeroed
tx-1-C967323951-M1600594643,1,PAYMENT,3372.29,C967323951,41398.00,38025.71,M1600594643,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 3372.29 from C967323951 to M1600594643.
tx-1-C743648472-M692998280,1,PAYMENT,661.43,C743648472,14078.00,13416.57,M692998280,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 661.43 from C743648472 to M692998280.
tx-1-C1368862151-C20671747,1,DEBIT,864.68,C1368862151,69836.00,68971.32,C20671747,12040.00,43691.09,false,false,Legitimate,Legitimate DEBIT transaction for 864.68 from C1368862151 to C20671747.
tx-1-C922807452-M33563464,1,PAYMENT,1203.44,C922807452,29941.00,28737.56,M33563464,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1203.44 from C922807452 to M33563464.
tx-1-C1494346128-C564160838,1,TRANSFER,330757.04,C1494346128,103657.00,0.00,C564160838,79676.00,1254956.07,false,false,Legitimate,Legitimate TRANSFER transaction for 330757.04 from C1494346128 to C564160838. origin balance zeroed
tx-1-C822087264-M30699728,1,PAYMENT,1915.43,C822087264,11450.00,9534.57,M30699728,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 1915.43 from C822087264 to M30699728.
tx-1-C38603201-M1422273905,1,PAYMENT,8.73,C38603201,81313.00,81304.27,M1422273905,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 8.73 from C38603201 to M1422273905.
tx-1-C1694784135-C801197928,1,DEBIT,3058.80,C1694784135,18138.00,15079.20,C801197928,11054.00,8917.54,false,false,Legitimate,Legitimate DEBIT transaction for 3058.80 from C1694784135 to C801197928.
tx-1-C1207231495-M756936249,1,PAYMENT,5154.97,C1207231495,9476.00,4321.03,M756936249,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 5154.97 from C1207231495 to M756936249.
tx-1-C1221981006-M264394929,1,PAYMENT,5213.25,C1221981006,36380.00,31166.75,M264394929,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 5213.25 from C1221981006 to M264394929.
tx-1-C1878413714-M769132147,1,PAYMENT,5392.75,C1878413714,50757.00,45364.25,M769132147,0.00,0.00,false,false,Legitimate,Legitimate PAYMENT transaction for 5392.75 from C1878413714 to M769132147.
